Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
75,2013,5,Karnataka,Belgaum,58.67,123.84,2110.79,39.36,37.43,950.97,27.98,33.23,1187.63,97.77,90.3,923.6,125.75,123.53,982.35,12.44,8.2,659.16,157.64,496.25,3148,1.22,1.11,909.84,0,0,0,64.07,31.77,495.86,3.83,1.65,430.81,27.88,11.28,404.59,39.52,39.21,992.16,0.32,0.07,218.75,0.01,0,0,2.39,1.35,564.85,0.53,0.48,905.66,0.61,0.34,557.38,10.68,7.09,663.86,66.77,49.16,736.26,121.92,103.43,848.34,159.44,1438.97,9025.15,31.37,15.6,497.29,9.64,30.8,40.44,5.04,7.83,7.06
75,2014,5,Karnataka,Belgaum,59.94,176.69,2947.78,46.81,74.09,1582.78,20.22,27.79,1374.38,103.88,114.55,1102.71,124.11,142.34,1146.89,9.26,6.15,664.15,156.72,580.54,3704.31,1.13,1.37,1212.39,0,0,0,78.64,48.93,622.2,2.87,2.32,808.36,35.19,11.82,335.89,37.73,34.59,916.78,0.16,0.14,875,0.25,0.05,200,2.81,2.16,768.68,0.08,0.05,625,0.77,0.19,246.75,15.45,10.02,648.54,74.31,67.99,914.95,132.1,116.64,882.97,180.57,1629.65,9025.03,40.31,19.73,489.46,11.02,34.84,45.86,4.58,11.09,5.31
75,2015,5,Karnataka,Belgaum,61.23,40.8,666.34,32.91,29.76,904.28,18.5,14.08,761.08,145.22,83,571.55,163.72,97.08,592.96,4.54,1.69,372.25,131.16,281.65,2147.38,0.25,0.2,800,0,0,0,104.26,31.1,298.29,5.08,1.14,224.41,40.45,5.11,126.29,37.42,21.34,570.28,0.11,0.04,363.64,0.01,0,0,2.14,0.58,271.03,0.02,0.01,500,0.25,0.03,120,23.98,9.42,392.83,90.45,30.76,340.1,154.63,0,0,175.78,1452.81,8265,39.58,10.63,268.57,10.74,29.8,40.54,4.8,10.74,4.65
75,2016,5,Karnataka,Belgaum,65.59,123.76,1886.84,50.77,69.6,1370.84,25.62,37.29,1455.39,106.44,80.02,751.73,132.07,117.31,888.26,10.2,6.19,606.8,165.6,518.68,3132.11,1.2,1.59,1324.98,0,0,0,102.64,51.68,503.5,9.9,7.3,737.24,51.59,16.28,315.55,35.36,34.66,980.32,0.27,0.2,756.55,0.01,0,222.22,1.68,0.96,569.98,0.02,0.01,478.26,0.15,0.03,190.48,9.77,6.05,618.9,93.87,100.86,1074.45,0,0,0,163.51,1071.81,6555,54.72,26.16,478.09,10.93,18.69,29.62,2.79,2.68,4.53
75,2017,5,Karnataka,Belgaum,64.58,148.63,2301.29,46.35,70.18,1514.29,12.63,29.55,2339.83,132.37,153.58,1160.19,145,183.12,1262.92,7.78,9.42,1210.36,141.2,623.11,4413.1,0.43,0.6,1378.75,0,0,0,112.24,83.71,745.75,6.28,4.28,681.11,43.15,15.01,347.91,32.63,39.93,1223.77,0.08,0.05,619.05,0.14,0.02,166.67,1.46,1.57,1078.93,0,0,750,0.14,0.07,461.54,7.79,9.06,1162.97,76.75,94.49,1231.2,0,0,0,208.73,2062.24,9880,31,18.3,590.43,14.83,25.98,40.81,3.7,4.4,1.37
76,1966,5,Karnataka,Bijapur / Vijayapura,5,7,1400,76,11,144.74,156.1,60.6,388.21,502.2,205.9,410,658.3,266.5,404.83,214,54,252.34,4,0,0,0,0,0,0,0,0,18,2,111.11,27,15,555.56,47.93,9.89,206.34,148,80,540.54,3.7,0.7,189.19,0.2,0,0,33.61,2.11,62.78,0.5,0.2,400,9.5,2.3,242.11,0,0,0,0,0,0,200.56,86.86,433.09,2.8,24.2,8642.86,157,5,31.85,1.72,5.08,6.8,0,2.3,2.22
76,1967,5,Karnataka,Bijapur / Vijayapura,4,5,1250,84,26,309.52,275.3,117.9,428.26,339,119.2,351.62,614.3,237.1,385.97,190,72,378.95,6,5,833.33,0,0,0,0,0,0,21,2,95.24,22,4.8,218.18,58.79,13.84,235.41,138,80,579.71,3.5,0.6,171.43,0.2,0,0,38.22,2.5,65.41,0.3,0.1,333.33,9.5,2.8,294.74,0,0,0,0,0,0,195.72,87.91,449.16,2.3,21.5,9347.83,171,8,46.78,1.41,5.83,7.24,0,2.36,3.88
76,1968,5,Karnataka,Bijapur / Vijayapura,3.4,7,2058.82,89.1,44,493.83,77.3,42.6,551.1,509.7,281.4,552.09,587,324,551.96,231.8,59,254.53,6.8,10,1470.59,0.1,0,0,0,0,0,20.7,9,434.78,23.3,15,643.78,59.2,11.72,197.97,140.5,62,441.28,5.1,0.7,137.25,0.2,0.1,500,23.47,1.54,65.62,0.6,0.4,666.67,9.2,2.4,260.87,0,0,0,0,0,0,184.35,68.63,372.28,3.3,29.1,8818.18,176.2,6,34.05,1.27,7.01,8.28,0.01,2.76,2.37
76,1969,5,Karnataka,Bijapur / Vijayapura,3.4,6.8,2000,95.5,39.7,415.71,75.7,41.7,550.86,510.5,208.9,409.21,586.2,250.6,427.5,234.9,65.5,278.84,6.8,21.6,3176.47,0,0,0,0,0,0,22.2,6.6,297.3,26.2,13.1,500,56.57,12.25,216.55,128.3,77.3,602.49,4.8,1.1,229.17,0.2,0.1,500,34.33,2.27,66.12,0.4,0.2,500,10.1,2.8,277.23,0,0,0,0,0,0,186.71,87.16,466.82,3,20.7,6900,195.2,8.8,45.08,1.37,6.71,8.07,0,2.9,2.55
76,1970,5,Karnataka,Bijapur / Vijayapura,3.6,3.7,1027.78,91.5,31.7,346.45,55.6,72.6,1305.76,492.3,264.9,538.09,547.9,337.5,615.99,241.8,47.3,195.62,8.4,26.6,3166.67,0,0,0,0,0,0,20.8,8.1,389.42,25.9,14.5,559.85,50.92,12.2,239.59,133.9,69.4,518.3,4.8,1.9,395.83,0,0,0,33.32,2.2,66.03,0.5,0.2,400,10.1,2.1,207.92,0,0,0,0,0,0,196.84,78.14,396.97,3,20.9,6966.67,205.9,10.4,50.51,1.54,7.17,8.71,0,3.28,3.21
76,1971,5,Karnataka,Bijapur / Vijayapura,3.1,3.2,1032.26,99.5,48.9,491.46,82.4,80.4,975.73,499.1,262.8,526.55,581.5,343.2,590.2,239.5,56.2,234.66,8.4,28.8,3428.57,0,0,0,0,0,0,20,6.4,320,23.8,19.2,806.72,52.72,19.5,369.88,129.5,34.3,264.86,5,1.4,280,0,0,0,37.56,8.48,225.77,0.4,0.3,750,15.5,4.5,290.32,0,0,0,0,0,0,190.18,42.72,224.63,2.9,24.8,8551.72,201.5,8,39.7,1.56,6.68,8.24,0,2.95,2.84
76,1972,5,Karnataka,Bijapur / Vijayapura,1.6,1.3,812.5,77.3,20.7,267.79,60.6,13.6,224.42,376.4,60.9,161.8,437,74.5,170.48,124.7,20.2,161.99,9.5,24,2526.32,0,0,0,0,0,0,17.2,2.7,156.98,16.8,6.8,404.76,34.08,8.54,250.59,76.7,24,312.91,5.7,0.1,17.54,0,0,0,14.7,0.59,40.14,0.5,0.3,600,10.4,0.7,67.31,0,0,0,0,0,0,132.28,26.6,201.09,3.2,24.3,7593.75,170.2,16.1,94.59,1.21,5.18,6.4,0,2.53,1.96
76,1973,5,Karnataka,Bijapur / Vijayapura,2,2.1,1050,76.9,44.5,578.67,81.8,40,489,404.3,158.3,391.54,486.1,198.3,407.94,220.9,70,316.89,10.1,25.8,2554.46,0,0,0,0,0,0,20.4,9.4,460.78,23.1,4.9,212.12,57.69,30.97,536.83,103.6,52.1,502.9,3.5,0.6,171.43,0,0,0,34.7,3.9,112.39,0.5,0.2,400,10.1,3.6,356.44,0,0,0,0,0,0,165.33,63.79,385.83,3.4,25.8,7588.24,183.2,18.6,101.53,1.47,6.56,8.02,0,3.17,2.5
76,1974,5,Karnataka,Bijapur / Vijayapura,2.2,2.4,1090.91,87.5,82.2,939.43,79.2,37.5,473.48,304.2,149,489.81,383.4,186.5,486.44,270.4,70.7,261.46,13.6,36.1,2654.41,0,0,0,0,0,0,24.4,8.3,340.16,27.2,19.4,713.24,73.31,27.37,373.35,115.6,64.8,560.55,3.6,0.6,166.67,0,0,0,22.2,2.4,108.11,0.6,0.3,500,12.4,3.2,258.06,0,0,0,0,0,0,181.57,74.1,408.11,4.1,30.3,7390.24,198.9,20,100.55,1.55,7.39,8.94,0,3.99,2.66
76,1975,5,Karnataka,Bijapur / Vijayapura,2.9,3.5,1206.9,112,80.6,719.64,97.4,57.1,586.24,403.7,137.9,341.59,501.1,195,389.14,274.1,86.7,316.31,18.4,54.2,2945.65,0,0,0,0,0,0,28.9,11.9,411.76,27.6,21.5,778.99,77.41,27.19,351.25,115.6,56.2,486.16,4.6,1.7,369.57,0,0,0,25,2.8,112,0.6,0.4,666.67,12.3,2.9,235.77,0,0,0,0,0,0,190.87,69.9,366.22,5.4,38.1,7055.56,188.4,12.2,64.76,1.54,8.54,10.09,0,4.38,2.32
76,1976,5,Karnataka,Bijapur / Vijayapura,2.3,1.3,565.22,103.2,60.2,583.33,85.9,68.5,797.44,391.1,170,434.67,477,238.5,500,259.3,79.3,305.82,17.7,53.2,3005.65,0,0,0,0,0,0,25.9,7.1,274.13,25.6,11.5,449.22,74.84,21.4,285.94,114,41.1,360.53,3.8,1.1,289.47,0,0,0,27.6,6,217.39,0.5,0.2,400,11.5,2.1,182.61,0,0,0,0,0,0,188.29,50.28,267.03,5.8,37.2,6413.79,180,15.7,87.22,1.61,7.89,9.5,0,4.17,1.8
76,1977,5,Karnataka,Bijapur / Vijayapura,2.9,3.4,1172.41,105.5,63.5,601.9,77.2,50.6,655.44,340.9,149.7,439.13,418.1,200.3,479.07,262.4,77.3,294.59,17.3,48,2774.57,0,0,0,0,0,0,26.5,6.5,245.28,26.2,16.9,645.04,77.33,29.04,375.53,120.3,38.3,318.37,4.9,2.7,551.02,0,0,0,43.6,10.2,233.94,0.5,0.4,800,18.9,4.1,216.93,0,0,0,0,0,0,190.45,65.82,345.6,7.7,51.7,6714.29,196,8.9,45.41,1.64,8.17,9.81,0,4.45,1.98
76,1978,5,Karnataka,Bijapur / Vijayapura,4.1,4.3,1048.78,108.7,61.9,569.46,93.4,77.1,825.48,382.3,196.4,513.73,475.7,273.5,574.94,222.4,96.1,432.1,21.5,52.2,2427.91,0,0,0,0,0,0,25.7,7.7,299.61,25.5,14.7,576.47,78.4,25.57,326.15,119.4,60.2,504.19,4.2,1.1,261.9,0,0,0,44.3,10.4,234.76,0.6,0.4,666.67,21,4.6,219.05,0,0,0,0,0,0,188.41,88.92,471.95,8.3,59,7108.43,200.4,8.6,42.91,1.82,9.18,11,0,5.67,1.83
76,1979,5,Karnataka,Bijapur / Vijayapura,2,2.1,1050,106.7,61.9,580.13,99.5,80.8,812.06,413.9,199.6,482.24,513.4,280.4,546.16,229.2,59.1,257.85,28,75.8,2707.14,0,0,0,0,0,0,28.1,8.4,298.93,23.5,15.8,672.34,82.91,21.81,263.06,108.1,66.2,612.4,4.1,0.9,219.51,0,0,0,35.7,6.4,179.27,0.6,0.4,666.67,17.3,3.6,208.09,0,0,0,0,0,0,171.48,66.65,388.68,7.3,50.9,6972.6,211.7,11.7,55.27,2,12.89,14.89,0,7.88,1.03
76,1980,5,Karnataka,Bijapur / Vijayapura,2.8,5.2,1857.14,77.2,51.3,664.51,67,36.2,540.3,162,49.9,308.02,229,86.1,375.98,164.4,37.8,229.93,24,52.4,2183.33,0,0,0,0,0,0,22.5,6.5,288.89,19.8,4.1,207.07,69.22,22,317.83,91.9,42.3,460.28,4.2,1.1,261.9,0,0,0,43,11.2,260.47,0.1,0,0,14.1,2.3,163.12,2.1,0.6,285.71,0,0,0,155.19,48.98,315.61,8.4,65.4,7785.71,181.7,7.5,41.28,2,12.12,14.12,0,7.24,0.76
76,1981,5,Karnataka,Bijapur / Vijayapura,3.5,6.4,1828.57,93.9,58.1,618.74,73.8,40.7,551.49,163.3,85.4,522.96,237.1,126.1,531.84,211.2,77.5,366.95,23,51.6,2243.48,0,0,0,0,0,0,26,8.4,323.08,20.8,19.5,937.5,95.24,26.66,279.92,105.7,31.6,298.96,4,0.8,200,0,0,0,47.8,30,627.62,0.1,0.1,1000,15.2,2.6,171.05,7.6,3.1,407.89,0,0,0,227.05,99.67,438.98,10,76.7,7670,197.7,9.9,50.08,3.25,18.81,22.05,0,8.29,1.73
76,1982,5,Karnataka,Bijapur / Vijayapura,2.8,3.2,1142.86,94,49.1,522.34,76.7,41,534.55,400.5,195.4,487.89,477.2,236.4,495.39,177.3,50.3,283.7,26,38.6,1484.62,0,0,0,0,0,0,22.8,7.9,346.49,28.6,5.2,181.82,83.47,29.77,356.66,112.1,54.2,483.5,3.7,0.7,189.19,0,0,0,50.1,16,319.36,0.3,0.2,666.67,20.7,4.3,207.73,68.8,23.9,347.38,0,0,0,254.22,81.03,318.74,14.6,140.4,9616.44,177.1,8.2,46.3,4.22,15.68,19.9,0,9.86,2.06
76,1983,5,Karnataka,Bijapur / Vijayapura,3.1,3.2,1032.26,93.2,54.7,586.91,70.7,51,721.36,413.1,226.6,548.54,483.8,277.6,573.79,166.2,92.1,554.15,28,74,2642.86,0,0,0,0,0,0,27.7,8.5,306.86,26.1,9.2,352.49,91,32.38,355.82,113.7,74.7,656.99,3.7,0.7,189.19,0.1,0,0,52,25.7,494.23,0.1,0.1,1000,18.2,3.1,170.33,100.2,29.5,294.41,0,0,0,308.82,182.54,591.09,19.9,113.6,5708.54,171.9,11.5,66.9,3.33,16.09,19.42,0,10.01,2.14
76,1984,5,Karnataka,Bijapur / Vijayapura,0.6,0.7,1166.67,94.1,49.4,524.97,41.3,36.8,891.04,422.9,227.5,537.95,464.2,264.3,569.37,95.3,56.2,589.72,26.1,58.9,2256.7,0,0,0,0,0,0,26.8,7.4,276.12,19.8,8.4,424.24,99.45,33.95,341.38,63.3,34,537.12,2.3,0.2,86.96,0,0,0,62.5,28.8,460.8,0.1,0.1,1000,18.5,2.9,156.76,99,30.9,312.12,0,0,0,296.35,145.74,491.78,19.1,139.9,7324.61,171.4,6.5,37.92,3.42,15.55,18.97,0,9.37,1.67
76,1985,5,Karnataka,Bijapur / Vijayapura,1.2,0.9,750,81.4,36.6,449.63,32.7,17.4,532.11,439.5,188.2,428.21,472.2,205.6,435.41,99,48.8,492.93,20.9,45.9,2196.17,0,0,0,0,0,0,26.7,3.8,142.32,18,3.8,211.11,82.35,20.38,247.48,68.6,71.4,1040.82,2.1,0.4,190.48,0.1,0,0,58.4,13.3,227.74,0.1,0.1,1000,16.3,0.9,55.21,92.4,27,292.21,0,0,0,303.84,93.36,307.27,14.6,113.4,7767.12,137.6,3.8,27.62,4.14,11.78,15.92,0,7.05,1.89
76,1986,5,Karnataka,Bijapur / Vijayapura,2,1,500,85,44,517.65,46.4,27.8,599.14,488.3,248.9,509.73,534.7,276.7,517.49,127,39,307.09,31,68,2193.55,0,0,0,0,0,0,28,7,250,23,6,260.87,87.77,19.91,226.84,122,102,836.07,3.2,1,312.5,0,0,0,69.4,38,547.55,0.1,0.1,1000,18.2,3.6,197.8,156.3,82.7,529.11,0,0,0,367.44,115.31,313.82,18.2,126,6923.08,71,2,28.17,4.02,12.01,16.03,0,7.02,1.91
76,1987,5,Karnataka,Bijapur / Vijayapura,2,1,500,56,34,607.14,50.6,47.2,932.81,507.9,210.4,414.25,558.5,257.6,461.24,141,95,673.76,34,77,2264.71,0,0,0,0,0,0,38,17,447.37,24,8,333.33,88.38,23.69,268.05,98,51,520.41,8.1,2.2,271.6,0,0,0,90.8,25.5,280.84,0.5,0.4,800,17.7,6.7,378.53,322.1,104.6,324.74,0,0,0,495.65,161.97,326.78,18.4,160.8,8739.13,28,3,107.14,4.33,12.17,16.5,0,7.03,1.75
76,1988,5,Karnataka,Bijapur / Vijayapura,1.8,2.3,1277.78,65.4,51.7,790.52,38.6,35.5,919.69,512.4,313.4,611.63,551,348.9,633.21,115.2,85,737.85,47.1,121.6,2581.74,0,0,0,0,0,0,34.3,13.9,405.25,32.5,9.3,286.15,86.82,18.76,216.08,124.2,51,410.63,7.7,1.9,246.75,0,0,0,44.8,31,691.96,0.3,0.2,666.67,15.7,3.2,203.82,108.7,23.7,218.03,0.1,0.1,1000,323.89,135.16,417.3,26.3,165.1,6277.57,67.6,8.9,131.66,4.97,16.51,21.48,0,9.82,1.91
76,1989,5,Karnataka,Bijapur / Vijayapura,1.9,1.7,894.74,58,37.2,641.38,38.1,47.7,1251.97,514.6,244.8,475.71,552.7,292.5,529.22,172.5,98.4,570.43,44.9,110.1,2452.12,0,0,0,0,0,0,40.8,15.8,387.25,28,4.9,175,100.47,27.14,270.13,115.7,65.8,568.71,4.7,1.7,361.7,0,0,0,51,28.3,554.9,0.1,0.1,1000,20.6,5.6,271.84,182.9,67.1,366.87,0,0,0,373.95,170.3,455.41,24.9,201.1,8076.31,41.2,5.8,140.78,5.2,15.19,20.39,0,6.72,1.3
76,1990,5,Karnataka,Bijapur / Vijayapura,1.89,1.86,984.13,46.4,31.87,686.85,43.32,44.39,1024.7,423.49,164.37,388.13,466.8,208.76,447.22,137.75,71.44,518.62,50.11,128.35,2561.37,0,0,0,0,0,0,37.15,10.83,291.52,33.98,15.27,449.38,97.01,25.96,267.6,121.35,80.82,666.01,5.78,2.31,399.65,0.03,0,0,42.05,14.78,351.49,0.08,0.05,625,16.31,5.04,309.01,327.53,129.44,395.2,0.47,0.19,404.26,515.4,232.91,451.9,34.69,247.15,7124.53,25.58,2.6,101.64,5.83,14.96,20.78,0,7.61,0
76,1991,5,Karnataka,Bijapur / Vijayapura,1.79,2.41,1346.37,40.95,35.48,866.42,39.3,51.69,1315.27,409.72,187.38,457.34,449.02,239.07,532.43,135.85,71.23,524.33,51.47,156.74,3045.27,0,0,0,0,0,0,33.32,14.4,432.17,39.57,14.81,374.27,122.04,45.81,375.37,131.24,72.86,555.17,5.56,1.59,285.97,0.03,0,0,30.52,16.99,556.68,0.06,0.06,1000,14.18,5.04,355.43,410.52,144.34,351.6,1.77,1.26,711.86,595.54,242.4,407.03,36.06,256.93,7125.07,16.67,3.9,233.95,5.79,14.74,20.53,0,8.21,0
76,1992,5,Karnataka,Bijapur / Vijayapura,1.38,2.07,1500,52.71,40.01,759.06,33.03,47.21,1429.31,500.41,296.94,593.39,533.44,344.15,645.15,128.61,73.91,574.68,50.14,158.01,3151.38,0,0,0,0,0,0,46.99,15.7,334.11,27.47,4.96,180.56,91.98,29.01,315.39,99.2,64.58,651.01,3.53,1.27,359.77,0.01,0,0,29.55,12.59,426.06,0.07,0.05,714.29,14.69,3.08,209.67,308.01,95.72,310.77,6.39,4.17,652.58,463.05,181.71,392.42,34.09,246.09,7218.83,20.32,5.33,262.3,5.54,13.69,19.24,0,8.07,0
76,1993,5,Karnataka,Bijapur / Vijayapura,0.84,0.85,1011.9,58.17,57.04,980.57,28.39,47.89,1686.86,492.91,348.27,706.56,521.29,396.16,759.96,74.79,53.11,710.12,50.52,133.83,2649.05,0,0,0,0,0,0,42.2,21.95,520.14,14.9,4.5,302.01,63,23.35,370.63,78.44,67.59,861.68,3.61,1.12,310.25,0.02,0,0,27.63,15.23,551.21,0.06,0.03,500,13.1,4.15,316.79,443.81,112.25,252.92,3.94,3.75,951.78,572.02,204.33,357.21,50.77,482.28,9499.31,17.54,3.78,215.51,5.26,17.41,22.66,0,10.97,0
76,1994,5,Karnataka,Bijapur / Vijayapura,0.76,1.32,1736.84,62.35,55.16,884.68,18.51,28.04,1514.86,552.76,312.26,564.91,571.27,340.31,595.71,85,33.81,397.76,47.05,130.49,2773.43,0,0,0,0,0,0,74.91,36.19,483.11,12.02,3.33,277.04,56.46,18.41,326.07,85.46,49.13,574.89,4.13,2.13,515.74,0.02,0,0,48.32,22.68,469.37,0.06,0.04,666.67,15.36,4.89,318.36,180.54,65,360.03,8.42,3.38,401.43,342.81,147.31,429.71,64.48,692.14,10734.18,38.77,7,180.55,5.19,15.01,20.2,0,10.52,1.1
76,1995,5,Karnataka,Bijapur / Vijayapura,0.53,0.69,1301.89,53.48,42.99,803.85,25.99,41.26,1587.53,520.38,356.07,684.25,546.37,397.33,727.22,137.8,94.99,689.33,51.07,155.54,3045.62,0,0,0,0,0,0,50.63,22.29,440.25,17.81,6.56,368.33,61.63,17.01,276,92.5,58.39,631.24,2.97,1.86,626.26,0.02,0,0,28.56,16.04,561.62,0.04,0.04,1000,13.11,4.58,349.35,253.04,85.64,338.44,3.22,2.58,801.24,394.36,169.27,429.23,49.6,499.51,10070.77,37,9.09,245.68,7.1,14.72,21.83,0,10.05,1.39
76,1996,5,Karnataka,Bijapur / Vijayapura,0.47,0.66,1404.26,60.98,58.94,966.55,18.81,30.55,1624.14,502.18,396.4,789.36,520.99,426.95,819.5,157.1,114.35,727.88,51.09,182.74,3576.83,0,0,0,0,0,0,64.62,33.84,523.68,24.8,9.99,402.82,98.73,27.76,281.17,135.06,62.56,463.2,5.05,1.89,374.26,0.03,0.01,333.33,34.62,20.92,604.28,0.06,0.07,1166.67,14.41,3.94,273.42,265.8,94.07,353.91,4.32,3,694.44,460.71,186.65,405.14,52.22,486.18,9310.23,29.29,7.4,252.65,7.1,17.36,24.46,0,11.22,1.28
76,1997,5,Karnataka,Bijapur / Vijayapura,0.45,0.64,1422.22,60.8,29.12,478.95,10.56,16.81,1591.86,510.72,263.31,515.57,521.28,280.12,537.37,94.76,40.78,430.35,56.24,174.25,3098.33,0,0,0,0,0,0,45.64,14.24,312.01,20.29,2.43,119.76,63.05,12.28,194.77,81.54,33.75,413.91,2.47,1.01,408.91,0.05,0.01,200,22.42,6.56,292.6,0.13,0.12,923.08,12.27,2.8,228.2,314,68.88,219.36,4.42,4.07,920.81,437.92,117.28,267.81,56.48,579.53,10260.8,18.4,4.91,266.85,10.79,16.63,27.42,0,10.22,1.2
76,1998,5,Karnataka,Bijapur / Vijayapura,0.59,0.86,1457.63,84.9,73.7,868.08,13.73,27.44,1998.54,445.98,322.44,722.99,459.91,350.39,761.87,137.55,116.99,850.53,55.57,157.79,2839.48,0,0,0,0,0,0,65.92,44.56,675.97,20.45,7.79,380.93,81.17,18.44,227.18,98.66,56.71,574.8,3.87,1.52,392.76,0.05,0.01,200,15.96,9.84,616.54,0.23,0.19,826.09,11.06,3.95,357.14,243.43,72.69,298.61,5.35,3.99,745.79,379.36,149.01,392.79,62.91,735.04,11683.99,23.96,5.91,246.66,12.2,17.32,29.52,0,12.46,0.93
76,1999,5,Karnataka,Bijapur / Vijayapura,0.5,0.71,1420,75.63,74.14,980.3,13.02,24.65,1893.24,494.14,395.95,801.29,507.16,420.6,829.32,155.13,103.62,667.96,65.41,190.21,2907.97,0,0,0,0,0,0,58.57,44.59,761.31,25.59,14.79,577.96,103.1,31.49,305.43,85.61,55.74,651.09,2.98,1.41,473.15,0.07,0.01,142.86,15.65,10.88,695.21,0.08,0.07,875,12.86,4.56,354.59,131.8,63.33,480.5,5.1,4.26,835.29,0,0,0,69.57,793.07,11399.6,19.18,5.3,276.33,14.5,16.11,30.59,0,11.82,0.96
76,2000,5,Karnataka,Bijapur / Vijayapura,0.4,1,2500,75.2,85,1130.32,12.43,24.92,2004.83,456.52,307.64,673.88,468.9,332.56,709.23,152.9,131,856.77,67.8,203,2994.1,0,0,0,0,0,0,52.5,31,590.48,35.8,22,614.53,92.3,39,422.54,83.7,54,645.16,3.7,2,540.54,0.1,0,0,14.4,10,694.44,0.1,0,0,10,4,400,156.9,81,516.25,4.77,4.78,1002.1,274.9,156,567.48,82.5,874.2,10596.36,30.5,8.67,284.26,16.13,15.78,31.91,0,9.88,0.93
76,2001,5,Karnataka,Bijapur / Vijayapura,0.18,0.44,2444.44,83.26,88.43,1062.09,7.06,12.4,1756.37,492.15,362.98,737.54,499.21,375.38,751.95,25.47,16.96,665.88,48.71,137.19,2816.46,0,0,0,0,0,0,80.89,53.86,665.84,13.36,5.27,394.46,29.66,12.93,435.94,43.75,40.75,931.43,1.24,0.65,524.19,0.07,0.01,142.86,15.16,9.3,613.46,0.02,0.01,500,12.53,4.47,356.74,224.13,97.23,433.81,0.41,0.3,731.71,297.7,152.78,513.2,80.91,663.95,8206.03,25.19,6.32,250.89,18.7,22.08,40.77,0,17.11,0.69
76,2002,5,Karnataka,Bijapur / Vijayapura,0.15,0.27,1800,73.49,70.5,959.31,5.79,9.47,1635.58,501.39,329.65,657.47,507.18,339.11,668.62,79.62,29.85,374.91,43.46,126.5,2910.72,0,0,0,0,0,0,89.57,53.3,595.07,20.75,7.15,344.58,66.17,13.39,202.36,69.88,40.12,574.13,1.93,1.07,554.4,0.08,0.01,125,13.41,7.63,568.98,0.03,0.03,1000,10.01,4.04,403.6,280.51,127.65,455.06,1.35,0.73,540.74,377.72,181.37,480.17,77.23,659.74,8542.54,6.36,1.5,235.85,26.25,16.32,42.57,0,12.31,0.67
